275	-211
448	-58
724	546
430	504
-919	217
-331	-799
139	-302
-618	-921
980	-962
55	266
-740	-347
-657	-754
165	-21
-358	174
-260	570
-440	392
189	168
-185	-262
927	-482
-429	-1020
-692	983
-712	-182
408	-541
664	-884
-638	69
753	-893
-198	-676
434	737
298	861
-641	-78
-62	-441
-89	111
744	568
-1009	220
970	-74
-701	-989
-121	144
294	1
-836	-340
-525	949
-299	-900
-997	307
480	115
-856	-191
-1022	224
-489	-352
-457	-477
-151	-939
439	-737
48	633
914	719
-539	-417
-1015	55
-303	-66
-996	27
-228	-214
978	655
-726	-915
-41	-116
-959	-423
-445	-437
149	672
326	914
888	1005
766	30
597	-277
425	621
-483	878
-934	598
324	569
-941	611
243	625
-940	-590
-954	-591
-774	853
-224	59
-858	-602
-694	502
694	375
435	-447
247	-324
-121	-549
-889	-736
-868	-796
-580	-192
-502	-946
99	-1012
-631	-973
-777	707
329	494
-332	-640
648	-1014
603	142
-706	-603
783	720
-687	211
825	790
-40	-395
961	-539
557	306
94	-177
-976	-925
-192	-532
958	-736
804	-311
-235	-564
-648	785
-839	-644
787	-971
311	938
447	-406
-617	466
-251	251
-691	78
483	-993
321	-345
891	-505
167	-1020
41	-577
273	-506
890	-676
108	267
-597	1016
-86	-822
-271	-533
91	100
-119	-792
-131	813
-329	-379
978	-890
101	-325
-275	-157
192	-595
-367	-263
536	-628
-781	615
408	-1020
817	-566
645	-214
558	9
-240	-459
761	863
-612	879
-346	-910
-824	-677
-5	-259
308	-589
-305	303
981	-344
503	392
-943	903
887	479
-768	468
504	-924
-112	-444
230	704
91	-263
480	106
-119	-662
404	591
-996	313
431	70
993	-174
245	-270
-147	-936
-896	961
441	-385
-106	-401
-180	-743
965	382
-735	766
-259	408
-609	-641
668	891
548	603
549	-330
44	-1010
749	829
-764	-868
567	903
205	-850
738	-997
-721	798
206	-51
963	171
-105	542
-83	-12
595	-138
-265	1022
-832	-718
3	-696
-29	-410
-352	-947
-642	691
1005	338
171	838
-810	-47
-786	969
806	-306
5	749
78	-529
-673	950
-562	-728
-31	741
5	851
-111	140
442	877
162	-681
-977	-817
344	937
-609	-290
872	380
-150	1006
-15	946
-740	4
973	1008
-824	480
807	-31
-256	346
-344	130
664	-519
624	-148
250	231
-174	668
716	224
-937	-989
661	266
-1017	820
-940	579
-762	-801
545	-548
488	-337
-425	323
459	783
17	224
929	379
-221	32
123	572
-531	-296
480	419
-979	-425
884	438
329	1011
-451	963
-323	770
555	799
675	-366
-831	961
62	747
165	1022
734	593
874	-984
258	103
-35	-662
-452	-923
-492	-392
415	683
716	352
571	136
-986	-862
-305	261
841	751
276	-201
513	-352
-680	-1009
-545	813
-94	-664
-866	814
-871	-1018
259	704
771	604
-965	-846
744	365
-117	604
-344	-212
-714	-778
-487	-809
-329	985
-11	226
-87	-460
-214	-158
-841	-434
-336	-357
-417	-561
0	291
244	-508
246	-932
332	796
137	375
-653	-26
8	-349
386	317
-480	-252
862	397
346	633
-882	-18
-398	-336
-66	-745
119	356
-387	-190
-603	17
-546	-550
66	-97
-372	768
-623	-490
376	-250
1002	622
-863	973
-265	105
878	77
-159	-932
408	-58
-501	798
-8	588
-116	697
594	713
803	-166
953	-776
-619	767
725	149
826	585
979	-149
498	-18
-1009	732
-952	-1020
924	-840
-610	870
44	636
-223	-364
656	806
760	522
370	432
-836	581
581	490
411	-60
-825	333
-308	641
-1010	-252
208	583
961	820
-951	-409
-478	-321
-204	-375
656	-329
-781	-858
-705	-68
571	182
-305	-530
-337	867
412	-590
243	-94
-685	905
425	454
-587	452
-855	293
-682	693
990	-226
561	876
447	1010
-182	-736
663	85
944	93
560	185
305	952
-92	-543
295	-622
762	-334
289	-979
-587	-562
893	-199
-727	-1019
111	905
-78	392
-503	235
-966	-670
-573	134
-889	386
-270	394
-452	-697
-624	841
-269	13
-111	-768
176	-161
-23	-157
698	-667
-285	332
339	-45
-749	-173
-652	516
-927	297
-809	176
-878	-805
-369	-292
-440	-486
-883	-536
-387	913
649	-440
-304	-881
-213	-667
632	266
907	921
-857	874
-754	-817
-245	910
606	-479
98	382
658	515
661	716
894	356
-573	769
354	-600
-198	-696
-137	964
-268	277
-105	-252
80	-375
762	975
-350	354
-306	-680
154	-545
997	-27
599	360
20	-128
-670	-532
-755	673
-46	815
264	246
685	670
-46	484
-264	-44
-468	-110
722	881
100	669
713	-530
433	576
-6	285
-143	-418
-642	-740
-622	687
-674	-270
-444	987
180	-896
206	420
975	-686
-615	626
241	-744
516	621
-829	-1016
244	-875
1007	-953
-912	621
-948	76
-153	-605
-738	633
864	-480
-17	-18
591	-532
-856	646
-428	-792
482	881
263	864
-602	483
622	736
796	-204
143	479
831	825
-258	-974
531	-110
-196	490
256	132
-11	47
-496	495
-564	918
50	700
-181	305
3	93
409	522
-751	-994
-370	921
-356	-200
-109	992
814	0
-693	81
-81	-164
477	564
-684	357
280	423
-306	-738
554	862
-572	512
-280	-797
951	301
117	-314
-179	146
-504	415
956	825
-349	-346
-602	-328
-1013	-191
166	-513
689	25
337	-344
779	293
-338	-35
-542	136
887	-382
-1014	397
-763	717
382	691
489	594
-313	111
-371	995
388	737
477	-569
-875	-566
-881	-515
-1016	121
-218	873
-523	-184
-299	-243
-713	507
470	623
700	590
-55	-872
-423	712
1007	362
-915	-273
-616	1010
192	-662
919	364
-746	62
312	337
-685	-680
901	339
-291	-23
56	358
-392	394
877	376
565	108
-890	-477
-146	794
908	509
-794	709
92	-281
-300	928
-987	-872
-726	755
17	63
508	-827
-72	-802
-934	-87
-897	-649
163	964
600	692
253	-669
-922	-349
-438	-574
409	766
-729	-440
433	-8
-12	-547
-746	-2
-754	-657
827	-471
-14	314
-786	-366
420	-59
261	451
490	811
653	-763
395	341
754	-807
-984	-62
763	325
167	170
-250	-381
-397	-585
-398	-284
455	-743
847	-419
68	-466
800	859
-187	-95
816	-228
-551	480
228	608
-328	-264
-610	441
-592	-424
411	-327
-474	-780
-503	388
-738	483
-26	812
-423	352
834	-882
-6	35
-280	280
254	347
649	273
601	-653
-806	-473
74	629
-514	54
-714	682
456	691
-775	-577
-1015	-151
873	-767
838	493
-368	249
1008	-757
-800	412
1018	-205
570	390
690	935
-195	-166
-249	-95
-974	23
-929	975
-762	227
19	-789
324	-481
495	-81
-250	-703
1003	-919
-899	-497
209	-750
635	532
-760	560
-900	824
-109	448
-316	289
-1024	-181
557	-617
-484	440
-1008	425
-383	807
491	-733
-714	-81
45	-716
-734	895
-162	-414
-600	-776
44	317
-180	521
-352	937
834	982
-288	375
1014	708
716	-714
200	970
-282	-549
388	-81
-697	494
-470	-923
-337	-540
-9	-551
947	-103
88	872
407	-898
-306	-320
-538	723
403	-879
879	-589
240	-928
-94	-131
-957	976
577	-999
-905	42
-500	-592
964	-696
263	-26
580	-740
297	90
519	222
-407	172
117	-871
-509	24
-901	161
189	490
448	595
-919	387
-71	724
624	121
356	-1005
-708	545
270	442
650	-816
-698	-200
996	-756
280	729
356	6
681	-10
-315	78
-750	-949
-258	-651
-347	-426
96	159
309	262
-629	-520
-504	-474
311	-473
109	1007
-322	-911
-156	-288
-696	-168
-315	-675
-438	-123
-475	807
-608	-419
363	311
-304	-19
852	756
523	-449
-401	-321
-25	-169
-695	-297
-538	758
775	-1019
-203	-11
-933	-49
618	-401
701	621
-7	-246
-1	686
-870	-777
-280	646
-749	772
375	185
-928	44
-712	978
515	-953
674	-475
904	-769
-812	-247
351	-226
134	552
-801	-893
43	694
-303	986
-457	-304
-140	-472
-497	-519
-992	526
469	557
316	594
1023	-135
-462	212
-339	627
32	-628
-816	112
843	-542
-467	-288
-774	676
51	-921
460	-601
52	275
446	202
850	-260
-650	718
-196	-517
525	793
-807	402
351	375
-49	1008
3	-913
-845	154
-226	-748
10	-563
446	-420
-990	682
520	-918
-846	100
-797	-614
-166	853
254	662
-660	1019
695	-359
778	44
-346	-965
-866	306
-7	-927
-246	-809
-160	-926
469	-1
9	581
816	-186
-745	666
-874	926
33	-939
456	-833
-732	-251
-297	-745
-146	736
28	-591
1021	775
516	701
-632	436
-734	-101
294	-500
-736	-881
-319	-794
-121	536
747	792
-399	731
850	-216
946	799
-746	-61
-339	-391
894	-755
132	73
189	-464
-834	-268
776	-901
482	-536
514	545
-393	767
-649	425
257	-216
719	-1002
500	-961
339	-595
-149	150
-501	-95
-96	464
-364	320
549	152
304	718
269	831
476	-32
-910	556
442	90
358	-848
63	912
723	695
-607	449
964	60
-706	-968
-609	361
263	370
-802	-86
-330	676
520	826
-967	790
22	356
88	-246
-480	847
-778	-629
958	532
917	406
978	578
279	589
-417	-99
223	-465
249	865
-761	-878
-488	-224
216	-740
-1007	-917
101	310
-406	-447
969	-407
-808	473
-612	871
-178	-237
-414	468
977	-265
85	-582
-715	-15
368	916
869	-278
-937	-381
-927	-422
-554	623
547	-449
-669	-105
-453	469
664	172
-582	536
-171	641
726	-605
335	209
837	143
292	-715
-851	524
56	-597
718	218
490	133
130	839
285	-766
-316	140
-325	-979
-831	642
-653	-372
421	-291
853	-761
-939	1017
521	804
-20	582
-833	-82
639	625
730	-226
-620	-616
1017	-920
662	-68
873	-863
824	-536
-1022	-923
-88	691
590	-126
766	491
-540	452
228	602
661	-68
-937	-350
965	464
-470	795
1022	-707
884	-610
329	-688
-970	287
-976	-726
648	-841
-707	381
-414	19
-267	840
-33	988
314	-448
-831	-659
110	12
-627	967
14	-653
-315	-848
-589	-827
-551	231
-590	-397
-799	-958
-406	773
-951	68
559	-230
284	233
262	752
-791	-280
-481	756
-767	-953
685	-816
-146	552
836	-478
-162	-408
1014	-442
-335	-283
-313	829
8	-663
-633	765
293	-113
-802	660
421	984
-23	-124
49	357
444	-931
60	748
-804	-344
-145	62
380	-156
432	-993
36	-303
-138	-301
-303	425
966	-149
245	-9
531	711
5	-655
285	651
1017	711
122	138
-1014	976
-261	424
-562	-207
-215	-205
586	58
965	-610
-370	169
-729	373
832	365
-440	-176
107	-178
784	348
-43	506
447	-323
975	551
755	-1011
-862	-670
811	-762
-553	556
548	-206
-867	-34
212	-339
-963	-39
408	-345
18	107
-228	953
342	385
188	-147
-328	-815
-990	-1001
-801	12
-255	-219
-583	613
771	19
304	-109
-479	-146
1	599
927	95
404	739
-9	1022
-304	753
-853	950
-720	623
-331	-61
642	-836
512	-258
-412	141
277	-551
114	258
25	401
352	526
995	-117
-575	494
-596	492
-175	204
476	-669
-128	-305
-855	79
-788	-920
19	402
-308	574
-722	-247
262	-252
497	-839
41	952
-875	162
-397	-310
-619	-348
634	784
-342	164
263	-20
747	51
-473	-245
-284	281
-1013	301
-350	494
481	614
-299	-73
807	1005
47	806
-798	-303
238	350
-789	-656
638	-669
281	809
884	-224
-648	897
704	-354
114	-284
-154	-801
-901	880
-887	361
-465	-770
694	489
855	-972
120	-196
-251	-381
223	131
125	11
80	-722
480	377
627	45
774	163
599	-382
-96	749
-355	44
-149	-524
-907	481
471	-629
253	983
-386	3
-266	946
-746	-724
900	136
762	15
168	-857
-58	-998
280	-217
473	215
-777	-766
494	-916
-305	716
-227	-999
-601	989
346	-1003
65	763
-687	-533
400	-267
810	215
-609	163
-723	-278
-89	877
-842	-677
-661	881
-368	710
-226	-336
57	-528
784	-756
-520	732
174	27
-84	-285
-807	171
-712	-74
-643	56
361	-738
777	226
422	95
-760	616
727	27
-232	-279
242	-458
-713	251
-575	128
-435	601
142	912
761	-360
610	-605
749	834
-653	329
940	634
831	847
-179	820
-1001	-585
475	-685
-968	-117
-26	371
56	913
572	468
400	-71
217	174
-492	-497
295	891
-558	-149
979	1021
625	-644
-738	57
508	121
372	-647
-654	196
-570	-433
462	-617
721	768
-180	629
-394	-464
555	-748
663	-830
538	-787
444	-689
288	-566
125	-585
26	917
542	570
987	25
767	-865
492	-17
-894	84
123	764
1015	-451
-389	-720
217	824
-539	-48
760	776
532	-694
-362	-975
848	191
-989	-147
1021	922
768	-679
751	-324
-712	-357
615	271
80	908
404	-656
-57	-395
-946	-48
-141	-218
980	422
156	-235
-372	300
900	402
-793	628
758	-540
-308	-538
398	-955
721	-728
-620	-101
-554	1020
-997	859
425	661
-420	-745
-933	124
45	-647
180	-832
27	-977
838	-155
-621	-407
-135	754
-4	47
449	-54
489	380
843	765
582	-933
-204	-38
0	687
364	337
815	912
-714	364
-701	508
-634	322
1005	461
520	-297
-765	-325
-809	-372
-812	-132
-381	967
-407	372
693	455
760	-423
-345	394
-299	359
105	-736
442	-349
-709	279
361	242
-623	727
637	297
353	-627
-611	438
-844	-784
-957	-655
-890	-403
758	-595
754	436
-481	-535
-43	-616
1008	-543
-213	-725
-469	458
-363	-551
-142	474
808	-388
-779	-824
-797	-55
604	-748
758	-29
-59	516
768	-566
-869	-777
631	-48
147	658
-651	349
-469	457
-807	-428
-809	159
567	-165
647	-1023
-410	490
705	-477
372	-21
226	579
-246	-437
4	-715
-174	-549
-860	-100
-59	328
40	-925
994	-269
868	1006
-534	75
-629	821
696	-415
932	-869
34	473
81	153
-164	188
995	140
-763	-261
-896	417
824	743
67	-131
381	-479
-560	-311
183	-392
-478	-686
-578	323
-453	830
46	466
-146	318
-560	568
-714	-494
953	852
829	663
817	384
400	403
437	603
167	-399
-562	-239
-984	487
485	-629
159	-713
-140	-153
-475	176
-612	72
945	934
-65	-146
686	-626
637	802
-804	449
370	-483
709	690
-81	-572
384	564
752	-409
106	-955
31	90
980	78
885	-478
-340	381
-851	-180
-548	-540
-832	179
509	-494
-991	166
264	-233
767	-688
301	-1006
-224	276
724	46
-519	473
-150	268
443	-65
-29	403
-222	650
618	376
-93	986
-229	-84
403	793
-76	-479
524	-122
21	498
631	26
727	858
-46	-661
40	748
438	-280
-149	-812
-495	-874
40	-820
-760	453
-234	525
-235	-682
5	-156
-190	716
-255	-250
227	983
-504	973
792	-837
706	72
-454	637
-847	880
657	-503
936	-209
57	-100
-949	481
-893	-556
-436	621
32	385
-851	569
-717	265
827	-661
839	195
490	-893
-216	-302
-144	1011
-428	584
293	-370
-993	519
101	689
823	-911
62	316
309	-831
-719	-511
680	646
714	-206
846	548
522	730
825	-939
1020	1011
-30	517
-746	30
561	-580
-662	-825
-847	603
-262	448
13	194
-608	44
-446	457
-614	-258
634	882
-927	-401
-583	182
257	231
-960	-203
338	-175
-102	-244
-952	443
-227	773
910	-967
434	-423
-654	-852
449	-772
452	520
831	-46
628	938
163	-915
231	262
-126	752
266	884
-939	531
29	-619
327	-932
-538	-896
-317	-1011
590	-791
961	-605
767	710
-391	868
903	315
-224	-63
-318	97
13	-651
681	694
106	138
1013	514
-274	629
139	185
-626	-656
-852	-800
80	-277
394	-597
-887	-77
-934	539
-723	-887
678	282
-274	-523
-300	883
-31	-773
-727	820
133	101
714	368
-521	579
-996	510
-499	869
316	-677
-914	-487
-538	-564
617	-497
-42	-716
517	206
-569	-384
-145	-74
174	516
-940	-300
684	265
150	-841
-330	-292
848	-205
460	-676
-103	-753
523	919
-697	850
1020	-197
469	-10
730	974
-47	605
836	-81
53	-523
-981	-937
-243	28
473	618
780	-747
737	247
-655	-713
623	-952
322	-1017
336	891
-682	824
-638	342
122	-515
129	447
944	-422
402	-522
121	-440
-502	815
332	20
-251	353
856	684
-937	-579
-127	-443
862	-239
-383	900
-243	858
-193	702
-53	-1006
-648	-899
440	620
507	-878
524	638
-205	-513
-763	-812
-43	542
530	450
139	-416
363	471
424	-782
-340	398
-945	-341
-966	810
-354	-716
342	996
-605	147
-137	-969
804	-634
-617	301
412	-488
-230	354
-266	-435
351	471
-176	532
-703	-542
202	626
-8	387
-7	-64
739	-877
113	187
-104	-31
-869	261
992	-110
48	-997
247	-440
401	367
1018	183
455	-343
617	-307
479	207
750	-464
787	486
243	-405
-387	-88
813	-394
1013	52
-743	828
-164	533
-926	-458
-1008	-716
-745	-741
975	-5
-910	8
349	-412
815	944
-408	291
-379	-150
272	-198
